n 100
c 1000
z 0
time 0.00
0,524,513,0
1,516,512,0
2,521,519,0
3,511,526,0
4,522,515,0
5,514,519,0
6,529,513,0
7,514,527,0
8,519,522,0
9,528,512,0
10,526,523,0
11,512,520,0
12,521,513,0
13,520,526,0
14,524,522,0
15,522,523,0
16,512,519,0
17,524,526,0
18,515,528,0
19,530,517,0
20,516,516,0
21,524,519,0
22,511,512,0
23,528,517,0
24,516,513,0
25,278,266,0
26,271,265,0
27,265,277,0
28,268,271,0
29,279,264,0
30,270,271,0
31,265,268,0
32,272,271,0
33,267,275,0
34,266,270,0
35,267,271,0
36,266,265,0
37,263,270,0
38,264,276,0
39,268,280,0
40,280,267,0
41,270,273,0
42,264,261,0
43,265,279,0
44,268,276,0
45,270,263,0
46,278,273,0
47,270,263,0
48,263,273,0
49,273,264,0
50,10,2,0
51,17,1,0
52,8,18,0
53,13,7,0
54,20,20,0
55,7,19,0
56,19,20,0
57,1,17,0
58,11,15,0
59,5,6,0
60,15,17,0
61,4,3,0
62,13,7,0
63,7,17,0
64,12,13,0
65,3,20,0
66,6,13,0
67,17,9,0
68,12,6,0
69,4,7,0
70,5,1,0
71,15,18,0
72,19,11,0
73,17,2,0
74,15,3,0
75,6,5,0
76,7,11,0
77,11,1,0
78,19,6,0
79,12,4,0
80,5,13,0
81,17,20,0
82,10,5,0
83,12,12,0
84,16,6,0
85,8,4,0
86,16,3,0
87,12,15,0
88,13,19,0
89,9,20,0
90,16,14,0
91,14,8,0
92,10,9,0
93,3,5,0
94,10,5,0
95,10,14,0
96,2,19,0
97,5,9,0
98,13,8,0
99,11,19,0
