n 500
c 1000
z 0
time 0.00
0,518,518,0
1,514,523,0
2,512,513,0
3,518,521,0
4,516,524,0
5,511,528,0
6,526,529,0
7,523,525,0
8,519,525,0
9,514,519,0
10,523,518,0
11,530,517,0
12,517,512,0
13,521,530,0
14,520,530,0
15,517,513,0
16,521,524,0
17,528,518,0
18,525,520,0
19,530,526,0
20,529,521,0
21,521,529,0
22,526,521,0
23,520,513,0
24,524,528,0
25,525,525,0
26,515,515,0
27,520,529,0
28,516,521,0
29,521,518,0
30,528,513,0
31,528,525,0
32,512,522,0
33,518,519,0
34,521,530,0
35,511,529,0
36,518,526,0
37,530,521,0
38,516,515,0
39,530,511,0
40,523,515,0
41,527,527,0
42,513,526,0
43,517,528,0
44,522,513,0
45,525,528,0
46,523,521,0
47,517,517,0
48,528,515,0
49,512,519,0
50,528,519,0
51,512,518,0
52,514,527,0
53,522,516,0
54,514,529,0
55,515,512,0
56,525,528,0
57,511,515,0
58,515,525,0
59,519,519,0
60,529,525,0
61,521,517,0
62,513,512,0
63,518,527,0
64,516,527,0
65,523,522,0
66,517,529,0
67,517,514,0
68,529,529,0
69,529,530,0
70,530,518,0
71,529,525,0
72,512,527,0
73,511,527,0
74,526,526,0
75,522,513,0
76,516,516,0
77,529,514,0
78,523,514,0
79,524,524,0
80,512,526,0
81,520,520,0
82,529,526,0
83,527,524,0
84,514,530,0
85,529,513,0
86,527,522,0
87,519,523,0
88,522,515,0
89,522,528,0
90,528,528,0
91,529,528,0
92,523,528,0
93,519,512,0
94,524,525,0
95,514,526,0
96,528,512,0
97,515,516,0
98,511,517,0
99,523,521,0
100,530,530,0
101,513,520,0
102,512,523,0
103,526,530,0
104,517,512,0
105,512,522,0
106,527,522,0
107,519,514,0
108,529,528,0
109,514,519,0
110,518,514,0
111,530,523,0
112,513,527,0
113,525,527,0
114,515,516,0
115,528,529,0
116,529,514,0
117,521,525,0
118,516,523,0
119,515,522,0
120,512,529,0
121,518,518,0
122,529,522,0
123,522,513,0
124,512,523,0
125,273,272,0
126,272,269,0
127,264,264,0
128,272,261,0
129,278,263,0
130,271,272,0
131,262,265,0
132,265,277,0
133,279,277,0
134,272,266,0
135,264,263,0
136,268,276,0
137,269,280,0
138,270,262,0
139,279,267,0
140,278,276,0
141,265,273,0
142,262,277,0
143,280,274,0
144,264,276,0
145,264,268,0
146,269,271,0
147,269,270,0
148,261,280,0
